,Name,Description,BranchType,DeliveryStatus,Circle,District,Division,Region,Block,State,Country,Pincode
1111,Tamulibari,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,NA,Assam,India,785616
1112,Tekelabari,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,NA,Assam,India,785616
1113,Baruabamungaon,,Sub Post Office,Delivery,Assam,Golaghat,Sibsagar,Dibrugarh,Golaghat,Assam,India,785618
1114,Batiporia,,Branch Post Office,Delivery,Assam,Golaghat,Sibsagar,Dibrugarh,Glt,Assam,India,785618
1115,Dhodang Gaon,,Branch Post Office,Delivery,Assam,Golaghat,Sibsagar,Dibrugarh,Glt,Assam,India,785618
1116,Dubialgaon,,Branch Post Office,Delivery,Assam,Golaghat,Sibsagar,Dibrugarh,Glt,Assam,India,785618
1117,Missamora,,Branch Post Office,Delivery,Assam,Golaghat,Sibsagar,Dibrugarh,Glt,Assam,India,785618
1118,Naharani,,Branch Post Office,Delivery,Assam,Golaghat,Sibsagar,Dibrugarh,Glt,Assam,India,785618
1119,Naladhibari,,Branch Post Office,Delivery,Assam,Golaghat,Sibsagar,Dibrugarh,Glt,Assam,India,785618
1120,Bonkowal,,Branch Post Office,Delivery,Assam,Golaghat,Sibsagar,Dibrugarh,Glt,Assam,India,785619
1121,Goriatika Barpathar,,Branch Post Office,Delivery,Assam,Golaghat,Sibsagar,Dibrugarh,Glt,Assam,India,785619
1122,Kachupathar,,Branch Post Office,Delivery,Assam,Golaghat,Sibsagar,Dibrugarh,Golaghat,Assam,India,785619
1123,Kamargaon (Golaghat),,Sub Post Office,Delivery,Assam,Golaghat,Sibsagar,Dibrugarh,Golaghat,Assam,India,785619
1124,Khumtai,,Branch Post Office,Delivery,Assam,Golaghat,Sibsagar,Dibrugarh,Glt,Assam,India,785619
1125,Mohoramukh,,Branch Post Office,Delivery,Assam,Golaghat,Sibsagar,Dibrugarh,Glt,Assam,India,785619
1126,Golaghat,,Head Post Office,Delivery,Assam,Golaghat,Sibsagar,Dibrugarh,Golaghat,Assam,India,785621
1127,Alengmuria,,Branch Post Office,Delivery,Assam,Golaghat,Sibsagar,Dibrugarh,Glt,Assam,India,785622
1128,Betioni,,Branch Post Office,Delivery,Assam,Golaghat,Sibsagar,Dibrugarh,Glt,Assam,India,785622
1129,Chinatoli,,Branch Post Office,Delivery,Assam,Golaghat,Sibsagar,Dibrugarh,Glt,Assam,India,785622
1130,Dhekial,,Sub Post Office,Delivery,Assam,Golaghat,Sibsagar,Dibrugarh,Golaghat,Assam,India,785622
1131,Doria T.E.,,Branch Post Office,Delivery,Assam,Golaghat,Sibsagar,Dibrugarh,Glt,Assam,India,785622
1132,Ganakpukhuri,,Branch Post Office,Delivery,Assam,Golaghat,Sibsagar,Dibrugarh,Glt,Assam,India,785622
1133,Kathalguri,,Branch Post Office,Delivery,Assam,Golaghat,Sibsagar,Dibrugarh,Glt,Assam,India,785622
1134,Moluahabi,,Branch Post Office,Delivery,Assam,Golaghat,Sibsagar,Dibrugarh,Glt,Assam,India,785622
1135,Nabheta,,Branch Post Office,Delivery,Assam,Golaghat,Sibsagar,Dibrugarh,Glt,Assam,India,785622
1136,Pub Khumtai,,Branch Post Office,Delivery,Assam,Golaghat,Sibsagar,Dibrugarh,Glt,Assam,India,785622
1137,Rahdhala,,Branch Post Office,Delivery,Assam,Golaghat,Sibsagar,Dibrugarh,Glt,Assam,India,785622
1138,Athabari,,Branch Post Office,Delivery,Assam,Golaghat,Sibsagar,Dibrugarh,Glt,Assam,India,785625
1139,Bokalaigaon,,Branch Post Office,Delivery,Assam,Golaghat,Sibsagar,Dibrugarh,Glt,Assam,India,785625
1140,Borjan,,Branch Post Office,Delivery,Assam,Golaghat,Sibsagar,Dibrugarh,Glt,Assam,India,785625
1141,Kamarbandha Ali,,Sub Post Office,Delivery,Assam,Golaghat,Sibsagar,Dibrugarh,Golaghat,Assam,India,785625
1142,Napamuakamargaon,,Branch Post Office,Delivery,Assam,Golaghat,Sibsagar,Dibrugarh,Glt,Assam,India,785625
1143,Salikihaat,,Branch Post Office,Delivery,Assam,Golaghat,Sibsagar,Dibrugarh,Glt,Assam,India,785625
1144,Bartingnaochalia,,Branch Post Office,Delivery,Assam,Golaghat,Sibsagar,Dibrugarh,Glt,Assam,India,785626
1145,Hatikhowa,,Branch Post Office,Delivery,Assam,Golaghat,Sibsagar,Dibrugarh,Glt,Assam,India,785626
1146,Hukurakhat,,Branch Post Office,Delivery,Assam,Golaghat,Sibsagar,Dibrugarh,Glt,Assam,India,785626
1147,Maheema,,Sub Post Office,Delivery,Assam,Golaghat,Sibsagar,Dibrugarh,Golaghat,Assam,India,785626
1148,Namkhatoal,,Branch Post Office,Delivery,Assam,Golaghat,Sibsagar,Dibrugarh,Glt.,Assam,India,785626
1149,Baruajan,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Ttb,Assam,India,785630
1150,Deogharia,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Ttb,Assam,India,785630
1151,Dihingia,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Ttb,Assam,India,785630
1152,Fulbari,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Ttb,Assam,India,785630
1153,Jalukonibari,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Ttb,Assam,India,785630
1154,Madhapur,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Ttb,Assam,India,785630
1155,Morangaon,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Ttb,Assam,India,785630
1156,Rongajan,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Ttb,Assam,India,785630
1157,Sodial Kochari Gaon,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Ttb,Assam,India,785630
1158,Tipomia,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Ttb,Assam,India,785630
1159,Titabor,,Sub Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Titabor,Assam,India,785630
1160,Titabor Mohimabari,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Ttb,Assam,India,785630
1161,Titabor Tiniali,,Branch Post Office,Non-Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Ttb,Assam,India,785630
1162,Borholla,,Sub Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Jorhat,Assam,India,785631
1163,Gorajan,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Ttb,Assam,India,785631
1164,Ikarani,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Ttb,Assam,India,785631
1165,Kakodonga Bekajan,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Ttb,Assam,India,785631
1166,Mirigaon,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Ttb,Assam,India,785631
1167,Mohimabari,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Ttb,Assam,India,785631
1168,Mokrong,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Ttb,Assam,India,785631
1169,Muktinagar,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Ttb,Assam,India,785631
1170,Paanjaan Borholla,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Ttb,Assam,India,785631
1171,Pulikaitoni,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Ttb,Assam,India,785631
1172,Raidangjuri,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Ttb,Assam,India,785631
1173,Rajabahar,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Ttb,Assam,India,785631
1174,Rajabari,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Ttb,Assam,India,785631
1175,Ujanitarani,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Ttb,Assam,India,785631
1176,Urongial,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Ttb,Assam,India,785631
1177,Birina Shayak,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Ttb,Assam,India,785632
1178,Bogargaon,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Ttb,Assam,India,785632
1179,Chukial,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Ttb,Assam,India,785632
1180,Melamati,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Ttb,Assam,India,785632
1181,Purana Titabor,,Sub Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Titabor,Assam,India,785632
1182,Bahoni,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Jorhat,Assam,India,785633
1183,Bandor Chaliha,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Jorhat,Assam,India,785633
1184,Kachukhat,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Jorhat,Assam,India,785633
1185,Khorikotia,,Sub Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Jorhat,Assam,India,785633
1186,Nagadhuli,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,NA,Assam,India,785633
1187,Sycotta,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Jorhat,Assam,India,785633
1188,Doklongia,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Jorhat,Assam,India,785634
1189,Mariani,,Sub Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Jorhat,Assam,India,785634
1190,Meleng,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Jorhat,Assam,India,785634
1191,Nagajanka,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Jorhat,Assam,India,785634
1192,Namrupia,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Jorhat,Assam,India,785634
1193,Balijan Te,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Jorhat,Assam,India,785635
1194,Chungi Lahing,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Jorhat,Assam,India,785635
1195,Fechual,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Jorhat,Assam,India,785635
1196,Gohainbari,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Jorhat,Assam,India,785635
1197,Khatisona,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Jorhat,Assam,India,785635
1198,Lahinggaon,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Jorhat,Assam,India,785635
1199,Lakhibari,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Jorhat,Assam,India,785635
1200,Melenggrant,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Jorhat,Assam,India,785635
1201,Mogroigaon,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Jorhat,Assam,India,785635
1202,Morongial,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Jorhat,Assam,India,785635
1203,Naginijan,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Jorhat,Assam,India,785635
1204,Nakachari,,Sub Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Jorhat,Assam,India,785635
1205,Ujani Rajabari,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Jorhat,Assam,India,785635
1206,Gabharu Konwargaon,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Jorhat,Assam,India,785636
1207,Halowapathar,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Jorhat,Assam,India,785636
1208,Hemlai,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Jorhat,Assam,India,785636
1209,Japichijia,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Jorhat,Assam,India,785636
1210,Kukurachowa,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Jorhat,Assam,India,785636
1211,Majnoi,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Jorhat,Assam,India,785636
1212,Namsisu,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Jorhat,Assam,India,785636
1213,Seleng Lawjan,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Jorhat,Assam,India,785636
1214,Selenghat,,Sub Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Jorhat,Assam,India,785636
1215,Betbari,,Branch Office directly a/w Head Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Sibsagar,Assam,India,785640
1216,Phukannagar,,Sub Post Office,Non-Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Sibsagar,Assam,India,785640
1217,Rongpurnagar,,Sub Post Office,Non-Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Sibsagar,Assam,India,785640
1218,Sivasagar,,Head Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Sivasagar,Assam,India,785640
1219,Towkok,,Branch Office directly a/w Head Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Sibsagar,Assam,India,785640
1220,Baruatigaon,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785661
1221,Chamua Khanikar,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785661
1222,Charing,,Sub Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Sibsagar,Assam,India,785661
1223,Hafaluting,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785661
1224,Dehajan,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785662
1225,Demow,,Sub Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Sibsagar,Assam,India,785662
1226,Khorahat,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785662
1227,Konwar Dihingia,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785662
1228,Nahat,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785662
1229,Udaypur,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785662
1230,Afala,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785663
1231,Banmukh,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785663
1232,Betena,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785663
1233,Chenimora,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785663
1234,Demowmukh,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785663
1235,Disangmukh,,Sub Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Sibsagar,Assam,India,785663
1236,Panbecha,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785663
1237,Ailamukh,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785664
1238,Bharalua Tiniali SVS,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785664
1239,Dekhowmukh,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785664
1240,Gaurisagar,,Sub Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Sibsagar,Assam,India,785664
1241,Hatighuli,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785664
1242,Kalioni,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785664
1243,Khona Khokra,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785664
1244,Komorajan,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785664
1245,Nakhana,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785664
1246,Rupahi Mukh,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785664
1247,Silpukhuri,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785664
1248,Joysagar,,Sub Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Sibsagar,Assam,India,785665
1249,Rong Ghar Chariali,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785665
1250,Rudrasagar,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785665
1251,Charaimuria,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785666
1252,Chirakhunda Chariali,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785666
1253,Jatakia,,Branch Post Office,Delivery,Assam,Jorhat,Sibsagar,Dibrugarh,Svs,Assam,India,785666
1254,Kaloogaon,,Sub Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Sibsagar,Assam,India,785666
1255,Khemdeo Pukhuri,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785666
1256,Mogorahat,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785666
1257,Namtial Gaon,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785666
1258,Sologuri,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785666
1259,Baliaghat,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785667
1260,Bhatiapar,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785667
1261,Chaulkara,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785667
1262,Karigaon,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785667
1263,Konwarpur,,Sub Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Sibsagar,Assam,India,785667
1264,Nakatani,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785667
1265,Santipur,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785667
1266,Deorihabi Chakalia,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,NA,Assam,India,785669
1267,Mohkhuti,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,NA,Assam,India,785669
1268,Moran,,Sub Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,NA,Assam,India,785669
1269,Bishrampur,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785670
1270,Dikhow Botua,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785670
1271,Kachumari,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785670
1272,Moranhat,,Sub Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Sibsagar,Assam,India,785670
1273,Photikachowa,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785670
1274,Rangoli,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785670
1275,Ratomora,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785670
1276,Bam Rajabari,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785671
1277,Dihing Mukh,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785671
1278,Dihing Than,,Branch Post Office,Delivery,Assam,Golaghat,Sibsagar,Dibrugarh,Svs,Assam,India,785671
1279,Dihingia Gaon,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785671
1280,Gorbhanga,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785671
1281,Nitaipukhuri,,Sub Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Sibsagar,Assam,India,785671
1282,Paruliguri,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785671
1283,Samukajan,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785671
1284,Tengaponia,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785671
1285,Charagua,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785672
1286,Desanghat,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785672
1287,Koibatra Dolonigaon,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785672
1288,Palengi,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785672
1289,Rajmai,,Sub Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Sivasagar,Assam,India,785672
1290,Chakalia,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785673
1291,Domurdullung,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785673
1292,Dubba,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785673
1293,Hologuri,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785673
1294,Moranjan,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785673
1295,Moudumuni,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785673
1296,Patsaku,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785673
1297,Sepon,,Sub Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Sibsagar,Assam,India,785673
1298,Bakhor Bengena,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785674
1299,Bokota Chand Bessa,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785674
1300,Charubhanga Dihingia,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785674
1301,Nemuguri,,Sub Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Sibsagar,Assam,India,785674
1302,Nongalmora  Tiniali,,Branch Post Office,Delivery,Assam,Sibsagar,Sibsagar,Dibrugarh,Svs,Assam,India,785674
1303,Buri Khowang,,Branch Post Office,Delivery,Assam,Dibrugarh,Dibrugarh,Dibrugarh,Khowang,Assam,India,785675
1304,Dhemechi,,Branch Post Office,Delivery,Assam,Dibrugarh,Dibrugarh,Dibrugarh,Khowang,Assam,India,785675
1305,Dihingia Gaon,,Branch Post Office,Delivery,Assam,Dibrugarh,Dibrugarh,Dibrugarh,Khowang,Assam,India,785675
1306,Dikari Morang Gaon,,Branch Post Office,Delivery,Assam,Dibrugarh,Dibrugarh,Dibrugarh,Khowang,Assam,India,785675
1307,Dikhari Kinar Gaon,,Branch Post Office,Delivery,Assam,Dibrugarh,Dibrugarh,Dibrugarh,Khowang,Assam,India,785675
1308,Ghuguloni Ahumgaon,,Branch Post Office,Delivery,Assam,Dibrugarh,Dibrugarh,Dibrugarh,Khowang,Assam,India,785675
1309,Gozpuria,,Branch Post Office,Delivery,Assam,Dibrugarh,Dibrugarh,Dibrugarh,Khowang,Assam,India,785675
1310,Kathalguri,,Branch Post Office,Delivery,Assam,Dibrugarh,Dibrugarh,Dibrugarh,Khowang,Assam,India,785675
1311,Khowang,,Sub Post Office,Delivery,Assam,Dibrugarh,Dibrugarh,Dibrugarh,Khowang,Assam,India,785675
1312,Krisipam Nigam,,Branch Post Office,Delivery,Assam,Dibrugarh,Dibrugarh,Dibrugarh,Khowang,Assam,India,785675
1313,Lukumai,,Branch Post Office,Delivery,Assam,Dibrugarh,Dibrugarh,Dibrugarh,Khowang,Assam,India,785675
1314,Majbam Chariali,,Branch Post Office,Delivery,Assam,Dibrugarh,Dibrugarh,Dibrugarh,Khowang,Assam,India,785675
1315,Nahazhar,,Branch Post Office,Delivery,Assam,Dibrugarh,Dibrugarh,Dibrugarh,Khowang,Assam,India,785675
1316,Pathalibam,,Branch Post Office,Delivery,Assam,Dibrugarh,Dibrugarh,Dibrugarh,Khowang,Assam,India,785675
1317,Rangchali,,Branch Post Office,Delivery,Assam,Dibrugarh,Dibrugarh,Dibrugarh,Khowang,Assam,India,785675
1318,Sechowapukhuri,,Branch Post Office,Delivery,Assam,Dibrugarh,Dibrugarh,Dibrugarh,Khowang,Assam,India,785675
1319,Tarajan,,Branch Post Office,Delivery,Assam,Dibrugarh,Dibrugarh,Dibrugarh,Khowang,Assam,India,785675
1320,Thengal,,Branch Post Office,Delivery,Assam,Dibrugarh,Dibrugarh,Dibrugarh,Khowang,Assam,India,785675
1321,Tiloinagar,,Branch Post Office,Delivery,Assam,Dibrugarh,Dibrugarh,Dibrugarh,Khowang,Assam,India,785675
1322,Tinthengia,,Branch Post Office,Delivery,Assam,Dibrugarh,Dibrugarh,Dibrugarh,Khowang,Assam,India,785675
1323,Adarsha Deurigaon,,Branch Post Office,Delivery,Assam,Dibrugarh,Dibrugarh,Dibrugarh,Khowang Ghat,Assam,India,785676
1324,Balai Nagaon,,Branch Post Office,Delivery,Assam,Dibrugarh,Dibrugarh,Dibrugarh,Khiowang Ghat,Assam,India,785676
1325,Baligaon,,Branch Post Office,Delivery,Assam,Dibrugarh,Dibrugarh,Dibrugarh,Khowang Ghat,Assam,India,785676
1326,Barpathar Gaon,,Branch Post Office,Delivery,Assam,Dibrugarh,Dibrugarh,Dibrugarh,Khowang Ghat,Assam,India,785676
1327,Bhogamurgaon,,Branch Post Office,Delivery,Assam,Dibrugarh,Dibrugarh,Dibrugarh,Khowang Ghat,Assam,India,785676
