,Name,Description,BranchType,DeliveryStatus,Circle,District,Division,Region,Block,State,Country,Pincode
1961,Dafalakata,,Branch Post Office,Non-Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Lakhimpur,Assam,India,787052
1962,Echarikata Balijan,,Branch Post Office,Non-Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Lakhimpur,Assam,India,787052
1963,Fukhanarhat,,Branch Post Office,Non-Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Lakhimpur,Assam,India,787052
1964,Garchiga,,Branch Post Office,Non-Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Lakhimpur,Assam,India,787052
1965,Kambong Gaon,,Branch Post Office,Non-Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Lakhimpur,Assam,India,787052
1966,Kharkati,,Branch Post Office,Non-Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Lakhimpur,Assam,India,787052
1967,Khoga,,Branch Post Office,Non-Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Lakhimpur,Assam,India,787052
1968,Kuhiarbari,,Branch Post Office,Non-Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Lakhimpur,Assam,India,787052
1969,Na Ali Mirigaon,,Branch Post Office,Non-Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Lakhimpur,Assam,India,787052
1970,Naragaon,,Branch Post Office,Non-Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Lakhimpur,Assam,India,787052
1971,Panigaon,,Sub Post Office,Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Panigaon,Assam,India,787052
1972,Salmora Tiniali,,Branch Post Office,Non-Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Lakhimpur,Assam,India,787052
1973,Sonardheki,,Branch Post Office,Non-Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Lakhimpur,Assam,India,787052
1974,Batamari Tiniali,,Branch Post Office,Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Ghilamara,Assam,India,787053
1975,Bilmukh,,Branch Post Office,Non-Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Ghilamara,Assam,India,787053
1976,Bordoibam,,Branch Post Office,Non-Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Ghilamara,Assam,India,787053
1977,Deuliagaon,,Branch Post Office,Non-Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Ghilamara,Assam,India,787053
1978,Dhenukhana,,Branch Post Office,Non-Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Ghilamara,Assam,India,787053
1979,Ga Dangar Chuk,,Branch Post Office,Non-Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Ghilamara,Assam,India,787053
1980,Ghatapara,,Branch Post Office,Non-Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Ghilamara,Assam,India,787053
1981,Ghilamara,,Sub Post Office,Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Ghilamara,Assam,India,787053
1982,Ghughuhadal,,Branch Post Office,Non-Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Ghilamara,Assam,India,787053
1983,Kaligaon,,Branch Post Office,Non-Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Ghilamara,Assam,India,787053
1984,Khalihamari,,Branch Post Office,Non-Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Ghilamara`,Assam,India,787053
1985,Laguaborah,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Ghilamara,Assam,India,787053
1986,Purana Parghat,,Branch Post Office,Non-Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Ghilamara,Assam,India,787053
1987,Adi Alengi Satra,,Branch Post Office,Non-Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Islamgaon,Assam,India,787054
1988,Bor Alengi Satra,,Branch Post Office,Non-Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Islamgaon,Assam,India,787054
1989,Daulatpur,,Branch Post Office,Non-Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Islamgaon,Assam,India,787054
1990,Dhunaguri,,Branch Post Office,Non-Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Islamgaon,Assam,India,787054
1991,Islamgaon,,Sub Post Office,Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Islamgaon,Assam,India,787054
1992,Kutubpur,,Branch Post Office,Non-Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Islamgaon,Assam,India,787054
1993,Likhakchapori,,Branch Post Office,Non-Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Islamgaon,Assam,India,787054
1994,Mornoikhora,,Branch Post Office,Non-Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Isalmgaon,Assam,India,787054
1995,Sandowkhowa,,Branch Post Office,Non-Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Islamgaon,Assam,India,787054
1996,Sonapur,,Branch Post Office,Non-Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Islamgaon,Assam,India,787054
1997,Bahpara,,Branch Post Office,Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Dhakuakhana,Assam,India,787055
1998,Barkhamukh,,Branch Post Office,Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Dhakuakhana,Assam,India,787055
1999,Begumgaon,,Branch Post Office,Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Dhakuakhana,Assam,India,787055
2000,Bokulguri,,Branch Post Office,Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Dhakuakhana,Assam,India,787055
2001,Dhakuakhana,,Sub Post Office,Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Dhakuakhana,Assam,India,787055
2002,Dighalia Hiloidhari,,Branch Post Office,Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Dhakuakhana,Assam,India,787055
2003,Gobindapur,,Branch Post Office,Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Dhakuakhana,Assam,India,787055
2004,Jalbhari,,Branch Post Office,Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Dhakuakhana,Assam,India,787055
2005,Joysagar,,Branch Post Office,Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Dhakuakhana,Assam,India,787055
2006,Kankan Chapori,,Branch Post Office,Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Dhakuakhana,Assam,India,787055
2007,Kekuri,,Branch Post Office,Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Dhakuakhana,Assam,India,787055
2008,Kekuri Pamuagaon,,Branch Post Office,Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Dhakuakhana,Assam,India,787055
2009,Khajuapatir,,Branch Post Office,Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Dhakuakhana,Assam,India,787055
2010,Kherkatamukh,,Branch Post Office,Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Dhakuakhana,Assam,India,787055
2011,Manikachuk,,Branch Post Office,Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Dhakuakhana,Assam,India,787055
2012,Medhisutigaon,,Branch Post Office,Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Dhakuakhana,Assam,India,787055
2013,Moderguri,,Branch Post Office,Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Dhakuakhana,Assam,India,787055
2014,Mohemari,,Branch Post Office,Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Dhakuakhana,Assam,India,787055
2015,Mornoi Bebejia,,Branch Post Office,Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Dhakuakhana,Assam,India,787055
2016,Neogaghuli,,Branch Post Office,Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Dhakuakhana,Assam,India,787055
2017,Ouguri Dangdhara,,Branch Post Office,Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Dhakuakhana,Assam,India,787055
2018,Patrichuk,,Branch Post Office,Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Dhakuakhana,Assam,India,787055
2019,Sundia,,Branch Post Office,Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Dhakuakhana,Assam,India,787055
2020,Katri Chapori,,Branch Post Office,Non-Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Pathalipam,Assam,India,787056
2021,Pathalipam,,Sub Post Office,Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Pathalipam,Assam,India,787056
2022,Subansiri Koibarta Adarsha Gao,,Branch Post Office,Non-Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Pathalipam,Assam,India,787056
2023,Ukhamati,,Branch Post Office,Non-Delivery,Assam,Lakhimpur,Dibrugarh,Dibrugarh,Pathalipam,Assam,India,787056
2024,Aradhal,,Branch Post Office,Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Dhemaji,Assam,India,787057
2025,Batgharia,,Branch Post Office,Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Dhemaji,Assam,India,787057
2026,Bauli,,Branch Post Office,Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Dhemaji,Assam,India,787057
2027,Bishnupur,,Branch Post Office,Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Dhemaji,Assam,India,787057
2028,Borachira Gaon,,Branch Post Office,Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Dhemaji,Assam,India,787057
2029,Borlung,,Branch Post Office,Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Dhemaji,Assam,India,787057
2030,Bulakata,,Branch Post Office,Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Dhemaji,Assam,India,787057
2031,Dhemaji,,Sub Post Office,Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Dhemaji,Assam,India,787057
2032,Goalchapori,,Branch Post Office,Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Dhemaji,Assam,India,787057
2033,Gohaingaon,,Branch Post Office,Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Dhemaji,Assam,India,787057
2034,Guttung,,Branch Post Office,Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Dhemaji,Assam,India,787057
2035,Hatigarh,,Branch Post Office,Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Dhemaji,Assam,India,787057
2036,Jamuguri Panchali,,Branch Post Office,Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Dhemaji,Assam,India,787057
2037,Jiadhal,,Branch Post Office,Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Dhemaji,Assam,India,787057
2038,Khubalia,,Branch Post Office,Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Dhemaji,Assam,India,787057
2039,Lakhipathar,,Branch Post Office,Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Dhemaji,Assam,India,787057
2040,Matikhola,,Branch Post Office,Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Dhemaji,Assam,India,787057
2041,Moridhal,,Branch Post Office,Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Dhemaji,Assam,India,787057
2042,Nagakhelia,,Branch Post Office,Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Dhemaji,Assam,India,787057
2043,Perabari,,Branch Post Office,Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Dhemaji,Assam,India,787057
2044,Raiting,,Branch Post Office,Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Dhemaji,Assam,India,787057
2045,Subahi,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Dhemaji,Assam,India,787057
2046,Bengenagarah,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Machkhowa,Assam,India,787058
2047,Dhubabari,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Machkhowa,Assam,India,787058
2048,Dighali Debera,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Machkhowa,Assam,India,787058
2049,Gandhia Tiniali,,Branch Post Office,Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Machkhowa,Assam,India,787058
2050,Hapotia,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Machkhowa,Assam,India,787058
2051,Jorkata,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Machkhowa,Assam,India,787058
2052,Jugisuti,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Machkhowa,Assam,India,787058
2053,Kachari Pathar,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Machkhowa,Assam,India,787058
2054,Kaitung,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Machkhowa,Assam,India,787058
2055,Kalakata,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Machkhowa,Assam,India,787058
2056,Khaliamari Pamuagaon,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Machkhowa,Assam,India,787058
2057,Machkhowa,,Sub Post Office,Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Machkhowa,Assam,India,787058
2058,Nemutengani,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Machkhowa,Assam,India,787058
2059,Norowathan,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Machkhowa,Assam,India,787058
2060,Seujiapathar,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Machkhowa,Assam,India,787058
2061,Sissimukh,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Machkhowa,Assam,India,787058
2062,Akajan Bormuria,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Silapathar,Assam,India,787059
2063,Betanipam,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Silapathar,Assam,India,787059
2064,Bhagwan,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Silapathar,Assam,India,787059
2065,Cementmukh,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Silapathar,Assam,India,787059
2066,Demow Chariali,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Silapthar,Assam,India,787059
2067,Madhuripathar,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Silapathar,Assam,India,787059
2068,Majorbari Budhbaria Bazar,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Silapathar,Assam,India,787059
2069,Silabaligaon,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Silapathar,Assam,India,787059
2070,Silapathar,,Sub Post Office,Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Silapathar,Assam,India,787059
2071,Gali Borbali,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Jonai,Assam,India,787060
2072,Jonai,,Sub Post Office,Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Jonai,Assam,India,787060
2073,Kabu Chapori,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Jonai,Assam,India,787060
2074,Laimekuri,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Jonai,Assam,India,787060
2075,Leku,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Jonai,Assam,India,787060
2076,Ramdhan Dikhari,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Jonai,Assam,India,787060
2077,Ratanpur,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Jonai,Assam,India,787060
2078,Zonekareng,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Jonai,Assam,India,787060
2079,Dekapam,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Simen Chapori,Assam,India,787061
2080,Dipa,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Simen Chapori,Assam,India,787061
2081,Simen Chapori,,Sub Post Office,Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Simen Chapori,Assam,India,787061
2082,Somkong Pagar,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Simen Chapori,Assam,India,787061
2083,Talem,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Simen Chapori,Assam,India,787061
2084,Aktai,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Sissiborgaon,Assam,India,787110
2085,Batuamukh,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Sissiborgaon,Assam,India,787110
2086,Bhebeli Gaon,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Sissiborgaon,Assam,India,787110
2087,Burisuti,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Sissiborgaon,Assam,India,787110
2088,Dhunaguri Borgaya Deori Gaon,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Sissiborgaon,Assam,India,787110
2089,Janakalyan Chariali,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Sissiborgaon,Assam,India,787110
2090,Kerekani Majgaon,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Sissiborgaon,Assam,India,787110
2091,Kulajan Tiniali,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Sissiborgaon,Assam,India,787110
2092,Mechaki Tongani Mirigaon,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Sissiborgaon,Assam,India,787110
2093,Muktiar Chapori,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Sissiborgaon,Assam,India,787110
2094,Namgharia,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Sissiborgaon,Assam,India,787110
2095,Nilakh Chariali,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Sissiborgaon,Assam,India,787110
2096,Palengi Pachali,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Sissiborgaron,Assam,India,787110
2097,Pipalguri,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Sissiborgaon,Assam,India,787110
2098,Pukia,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Sissiborgaon,Assam,India,787110
2099,Ramyapur,,Branch Post Office,Non-Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Sissiborgaon,Assam,India,787110
2100,Sissiborgaon,,Sub Post Office,Delivery,Assam,Dhemaji,Dibrugarh,Dibrugarh,Sissiborgaon,Assam,India,787110
2101,Dewanji Bazar,,Sub Post Office,Non-Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788001
2102,Madhurbond,,Sub Post Office,Non-Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788001
2103,Silchar,,Head Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788001
2104,Silchar Court,,Sub Post Office,Non-Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788001
2105,Chhoto Dudpatil,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788002
2106,Chhoto Dudpatil PT I,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788002
2107,Haticherra Grant PT VII,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788002
2108,Itkhola,,Branch Post Office,Non-Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788002
2109,Larsingpar,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788002
2110,Leburbond,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788002
2111,Malugram,,Sub Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788002
2112,Sibbari Road,,Branch Post Office,Non-Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788002
2113,Chirukandi,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788003
2114,Dudpatil,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788003
2115,Machughat,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788003
2116,Ramnagar Tarapur,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788003
2117,Subedar Basti,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788003
2118,Tarapur (Cachar),,Sub Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788003
2119,Tarapur Khelma,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788003
2120,Tarapur Part VII,,Sub Post Office,Non-Delivery,Assam,Cachar,Cachar,Guwahati HQ,Silchar,Assam,India,788003
2121,Tupkhana,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788003
2122,Ambicapur,,Branch Post Office,Non-Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788004
2123,G C College,,Sub Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788004
2124,C R Avenue,,Sub Post Office,Non-Delivery,Assam,Cachar,Cachar,Guwahati HQ,Silchar,Assam,India,788005
2125,Hospital Road (Cachar),,Sub Post Office,Non-Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788005
2126,Rangirkhari,,Sub Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788005
2127,Badarpur Bazar,,Sub Post Office,Non-Delivery,Assam,Karimganj,Cachar,Guwahati HQ,Karimganj,Assam,India,788006
2128,Kanakpur,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788006
2129,Link Road (Cachar),,Sub Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788006
2130,Sarbadaynagar,,Branch Post Office,Non-Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788006
2131,Uttarkrishnapur,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788006
2132,Chincuri T E,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788007
2133,Kanchanpur,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788007
2134,R K Mission Road,,Branch Post Office,Non-Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788007
2135,Singari,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788007
2136,Vivekananda Road,,Sub Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788007
2137,Arkutipur,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788009
2138,Badripar,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788009
2139,Cossipur,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788009
2140,Machpara,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788009
2141,Nutan Dayapur,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788009
2142,Rongpur,,Sub Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788009
2143,Rongpur PT II,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788009
2144,Bharakhai,,Branch Post Office,Non-Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788010
2145,Ghungoor Kuarpar,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788010
2146,Silchar REC,,Sub Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788010
2147,Assam University,,Sub Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788011
2148,Harinetilla,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788011
2149,Irongmara Bazar,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788011
2150,Dhanehari,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788013
2151,Neairgram,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788013
2152,Saidpur,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788013
2153,Saidpur PT II,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788013
2154,Satkarakandi,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788013
2155,Sonabarighat,,Sub Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788013
2156,Silchar Medical College,,Sub Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788014
2157,Batertal,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788015
2158,Meherpur,,Sub Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788015
2159,Arunachal,,Sub Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788025
2160,Buribail,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788025
2161,Dudpur,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788025
2162,Ganirgram,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788025
2163,Ganirgram PT II,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788025
2164,Krishnapur,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788025
2165,Mahadevpur,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788025
2166,Nizjoynagar,,Branch Post Office,Delivery,Assam,Cachar,Cachar,Guwahati HQ,NA,Assam,India,788025
